volume,plate,ia_id,leaf,latin,authority,english,modern,birdnet_sci,birdnet_common,tier,confidence,in_birdnet,in_havell,in_gould_europe,note
III,32,birdsAustraliav3Goul,136,Dasyornis Australis,Vig. & Horsf,Bristle-Bird,Dasyornis brachypterus,Dasyornis brachypterus,Eastern Bristlebird,manual,high,yes,,,
III,33,birdsAustraliav3Goul,140,Dasyornis longirostris,Gould,Long-billed Bristle-Bird,Dasyornis longirostris,Dasyornis longirostris,Western Bristlebird,exact,high,yes,,,
III,34,birdsAustraliav3Goul,144,Atrichia clamosa,Gould,Noisy Brush-bird,Atrichornis clamosus,Atrichornis clamosus,Noisy Scrub-bird,manual,high,yes,,,
III,35,birdsAustraliav3Goul,148,Sphenoeacus galactotes,,Tawny Sphenœacus,Cincloramphus timoriensis,Cincloramphus timoriensis,Tawny Grassbird,manual,high,yes,,,
III,36,birdsAustraliav3Goul,152,Sphenoeacus gramineus,Gould,Grass-loving Sphenœacus,Poodytes gramineus,Poodytes gramineus,Little Grassbird,manual,high,yes,,,
III,37,birdsAustraliav3Goul,156,Acrocephalus Australis,Gould,Reed Warbler,Acrocephalus australis,Acrocephalus australis,Australian Reed Warbler,exact,high,yes,,,
III,38,birdsAustraliav3Goul,160,Acrocephalus longirostris,Gould,Long-billed Reed Warbler,Acrocephalus australis,Acrocephalus australis,Australian Reed Warbler,manual,high,yes,,,
III,39,birdsAustraliav3Goul,164,Hylacola pyrrhopygia,,Red-rumped Wren,Hylacola pyrrhopygia,,,manual,high,no,,,
III,40,birdsAustraliav3Goul,168,Hylacola cauta,Gould,Cautious Wren,Hylacola cauta,Hylacola cauta,Shy Heathwren,exact,high,yes,,,
III,41,birdsAustraliav3Goul,172,Cysticola magna,Gould,Great Warbler,,,,unresolved,,no,,,
III,42,birdsAustraliav3Goul,176,Cysticola exilis,,Exile Warbler,Cisticola exilis,Cisticola exilis,Golden-headed Cisticola,manual,high,yes,,,
III,43,birdsAustraliav3Goul,180,Cysticola lineocapilla,Gould,Lineated Warbler,Cisticola exilis,Cisticola exilis,Golden-headed Cisticola,manual,high,yes,,,
III,44,birdsAustraliav3Goul,184,Cysticola isura,Gould,Square-tailed Warbler,,,,unresolved,,no,,,
III,45,birdsAustraliav3Goul,188,Cysticola ruficeps,Gould,Rufous-headed Warbler,,,,unresolved,,no,,,
III,46,birdsAustraliav3Goul,192,Sericornis citreogularis,Gould,Yellow-throated Sericornis,Sericornis citreogularis,Sericornis citreogularis,Yellow-throated Scrubwren,exact,high,yes,,,
III,47,birdsAustraliav3Goul,196,Sericornis humilis,Gould,Sombre-coloured Sericornis,Sericornis humilis,Sericornis humilis,Tasmanian Scrubwren,exact,high,yes,,,
III,48,birdsAustraliav3Goul,200,Sericornis osculans,Gould,Allied Sericornis,,,,unresolved,,no,,,
III,49,birdsAustraliav3Goul,204,Sericornis frontalis,,White-fronted Sericornis,Sericornis frontalis,Sericornis frontalis,White-browed Scrubwren,exact,high,yes,,,
III,50,birdsAustraliav3Goul,208,Sericornis laevigaster,Gould,Buff-breasted Sericornis,,,,unresolved,,no,,,
III,51,birdsAustraliav3Goul,212,Sericornis maculatus,Gould,Spotted Sericornis,Sericornis frontalis,Sericornis frontalis,White-browed Scrubwren,manual,high,yes,,,
III,52,birdsAustraliav3Goul,216,Sericornis magnirostris,Gould,Large-billed Sericornis,Sericornis magnirostra,Sericornis magnirostra,Large-billed Scrubwren,manual,high,yes,,,
III,53,birdsAustraliav3Goul,220,Acanthiza pusilla,,Little Brown Acanthiza,Acanthiza pusilla,Acanthiza pusilla,Brown Thornbill,exact,high,yes,,,
III,54,birdsAustraliav3Goul,224,Acanthiza Diemenensis,Gould,Tasmanian Acanthiza,Acanthiza ewingii,Acanthiza ewingii,Tasmanian Thornbill,manual,high,yes,,,
III,55,birdsAustraliav3Goul,228,Acanthiza Ewingii,Gould,Ewing’s Acanthiza,Acanthiza ewingii,Acanthiza ewingii,Tasmanian Thornbill,exact,high,yes,,,
III,56,birdsAustraliav3Goul,232,Acanthiza uropygialis,Gould,Chestnut-rumped Acanthiza,Acanthiza uropygialis,Acanthiza uropygialis,Chestnut-rumped Thornbill,exact,high,yes,,,
III,57,birdsAustraliav3Goul,236,Acanthiza apicalis,Gould,Western Acanthiza,Acanthiza apicalis,Acanthiza apicalis,Inland Thornbill,exact,high,yes,,,
III,58,birdsAustraliav3Goul,240,Acanthiza pyrrhopygia,Gould,Red-rumped Acanthiza,,,,unresolved,,no,,,
III,59,birdsAustraliav3Goul,244,Acanthiza inornata,Gould,Plain-coloured Acanthiza,Acanthiza inornata,Acanthiza inornata,Western Thornbill,exact,high,yes,,,
III,60,birdsAustraliav3Goul,248,Acanthiza nana,Vig. & Horsf,Little Acanthiza,Acanthiza nana,Acanthiza nana,Yellow Thornbill,exact,high,yes,,,
III,61,birdsAustraliav3Goul,252,Acanthiza lineata,Gould,Striated Acanthiza,Acanthiza lineata,Acanthiza lineata,Striated Thornbill,exact,high,yes,,,
III,62,birdsAustraliav3Goul,256,Acanthiza Reguloides,Vig. & Horsf,Regulus-like Acanthiza,Acanthiza reguloides,Acanthiza reguloides,Buff-rumped Thornbill,exact,high,yes,,,
III,63,birdsAustraliav3Goul,260,Acanthiza chrysorrhoea,,Yellow-rumped Acanthiza,Acanthiza chrysorrhoa,Acanthiza chrysorrhoa,Yellow-rumped Thornbill,manual,high,yes,,,
III,64,birdsAustraliav3Goul,264,Ephthianura albifrons,,White-fronted Ephthianura,Epthianura albifrons,,,manual,high,no,,,
III,65,birdsAustraliav3Goul,268,Ephthianura aurifrons,Gould,Orange-fronted Ephthianura,Epthianura aurifrons,,,manual,high,no,,,
III,66,birdsAustraliav3Goul,272,Ephthianura tricolor,Gould,Tri-coloured Ephthianura,Epthianura tricolor,Epthianura tricolor,Crimson Chat,manual,high,yes,,,
III,67,birdsAustraliav3Goul,276,Xerophila leucopsis,Gould,White-faced Xerophila,Aphelocephala leucopsis,Aphelocephala leucopsis,Southern Whiteface,manual,high,yes,,,
III,68,birdsAustraliav3Goul,280,Pyrrholaemus brunneus,Gould,Brown Red-throat,Pyrrholaemus brunneus,Pyrrholaemus brunneus,Redthroat,exact,high,yes,,,
III,69,birdsAustraliav3Goul,284,Origma rubricata,,Rock-Warbler,Origma solitaria,,,manual,high,no,,,
III,70,birdsAustraliav3Goul,288,Calamanthus fuliginosus,,Striated Reed-Lark,Calamanthus fuliginosus,Calamanthus fuliginosus,Striated Fieldwren,exact,high,yes,,,
III,71,birdsAustraliav3Goul,292,Calamanthus campestris,Gould,Field Reed-Lark,Calamanthus campestris,,,manual,high,no,,,
III,72,birdsAustraliav3Goul,296,Chthonicola minima,,Little Chthonicola,Pyrrholaemus sagittatus,Pyrrholaemus sagittatus,Speckled Warbler,manual,high,yes,,,
III,73,birdsAustraliav3Goul,300,Anthus Australis,Vig. & Horsf,Australian Pipit,Anthus australis,,,manual,high,no,,,
III,74,birdsAustraliav3Goul,304,Cincloramphus cruralis,,Brown Cincloramphus,Cincloramphus cruralis,Cincloramphus cruralis,Brown Songlark,exact,high,yes,,,
III,75,birdsAustraliav3Goul,308,Cincloramphus cantillans,Gould,Black-breasted Cincloramphus,,,,unresolved,,no,,,
III,76,birdsAustraliav3Goul,312,Cincloramphus rufescens,,Rufous-tinted Cincloramphus,Cincloramphus mathewsi,Cincloramphus mathewsi,Rufous Songlark,manual,high,yes,,,
III,77,birdsAustraliav3Goul,316,Mirafra Horsfieldii,Gould,Horsfield’s Mirafra,Mirafra javanica,Mirafra javanica,Australasian Bushlark,manual,high,yes,,,
III,78,birdsAustraliav3Goul,320,Estrelda bella,,Fire-tailed Finch,Stagonopleura bella,Stagonopleura bella,Beautiful Firetail,epithet+noun,medium,yes,,,
III,79,birdsAustraliav3Goul,324,Estrelda oculea,,Red-eared Finch,Stagonopleura oculata,,,manual,high,no,,,
III,80,birdsAustraliav3Goul,328,Estrelda Bichenovii,,Bicheno’s Finch,Stizoptera bichenovii,Stizoptera bichenovii,Double-barred Finch,epithet+noun,medium,yes,,,
III,81,birdsAustraliav3Goul,332,Estrelda annulosa,Gould,Black-rumped Finch,Stizoptera bichenovii,Stizoptera bichenovii,Double-barred Finch,manual,high,yes,,,
III,82,birdsAustraliav3Goul,336,Estrelda temporalis,,Red-eyebrowed Finch,Neochmia temporalis,Neochmia temporalis,Red-browed Firetail,epithet+noun,medium,yes,,,
III,83,birdsAustraliav3Goul,340,Estrelda Phaeton,,Crimson Finch,Neochmia phaeton,Neochmia phaeton,Crimson Finch,common-name,high,yes,,,
III,84,birdsAustraliav3Goul,344,Estrelda ruficauda,Gould,Red-tailed Finch,Neochmia ruficauda,,,manual,high,no,,,
III,85,birdsAustraliav3Goul,348,Amadina modesta,Gould,Plain-coloured Finch,Neochmia modesta,,,manual,high,no,,,
III,86,birdsAustraliav3Goul,352,Amadina Lathamii,,Spotted-sided Finch,Stagonopleura guttata,,,manual,high,no,,,
III,87,birdsAustraliav3Goul,356,Amadina castanotis,Gould,Chestnut-eared Finch,Taeniopygia guttata,Taeniopygia guttata,Zebra Finch,manual,high,yes,,,
III,88,birdsAustraliav3Goul,360,Amadina Gouldiae,Gould,Gouldian Finch,Chloebia gouldiae,,,manual,high,no,,,
III,89,birdsAustraliav3Goul,364,Poephila mirabilis,Homb. & Jacq,Beautiful Grass Finch,Chloebia gouldiae,,,manual,high,no,,,
III,90,birdsAustraliav3Goul,368,Poephila acuticauda,Gould,Long-tailed Grass Finch,Poephila acuticauda,,,manual,high,no,,,
III,91,birdsAustraliav3Goul,372,Poephila personata,Gould,Masked Grass Finch,Poephila personata,,,manual,high,no,,,
III,92,birdsAustraliav3Goul,376,Poephila leucotis,Gould,White-eared Grass Finch,Poephila personata,,,manual,high,no,,,
III,93,birdsAustraliav3Goul,380,Poephila cincta,Gould,Banded Grass Finch,Poephila cincta,,,manual,high,no,,,
III,94,birdsAustraliav3Goul,384,Donacola castaneothorax,Gould,Chestnut-breasted Finch,Lonchura castaneothorax,Lonchura castaneothorax,Chestnut-breasted Munia,epithet+noun,medium,yes,,,
III,95,birdsAustraliav3Goul,388,Donacola pectoralis,Gould,White-breasted Finch,Heteromunia pectoralis,,,manual,high,no,,,
III,96,birdsAustraliav3Goul,392,Donacola flaviprymna,Gould,Yellow-rumped Finch,Lonchura flaviprymna,,,manual,high,no,,,
III,97,birdsAustraliav3Goul,396,Emblema picta,Gould,Painted Finch,Emblema pictum,,,manual,high,no,,,
IV,1,birdsAustraliav4Goul,12,Pitta strepitans,Temm,Noisy Pitta,Pitta versicolor,Pitta versicolor,Noisy Pitta,common-name,high,yes,,,
IV,2,birdsAustraliav4Goul,16,Pitta Vigorsii,Gould,Vigors’ Pitta,,,,unresolved,,no,,,
IV,3,birdsAustraliav4Goul,20,Pitta Iris,Gould,Rainbow Pitta,Pitta iris,,,manual,high,no,,,
IV,4,birdsAustraliav4Goul,24,Cinclosoma punctatum,Vig. & Horsf,Spotted Ground-Thrush,Cinclosoma punctatum,Cinclosoma punctatum,Spotted Quail-thrush,exact,high,yes,,,
IV,5,birdsAustraliav4Goul,28,Cinclosoma castanotus,Gould,Chestnut-backed Ground-Thrush,Cinclosoma castanotum,,,manual,high,no,,,
IV,6,birdsAustraliav4Goul,32,Cinclosoma cinnamomeus,Gould,Cinnamon-coloured Cinclosoma,Cinclosoma cinnamomeum,,,manual,high,no,,,
IV,7,birdsAustraliav4Goul,36,Oreocincla lunulata,,Mountain Thrush,Turdus plebejus,Turdus plebejus,Mountain Thrush,common-name,high,yes,,,
IV,8,birdsAustraliav4Goul,41,Chlamydera maculata,Gould,Spotted Bower-Bird,Chlamydera maculata,Chlamydera maculata,Spotted Bowerbird,exact,high,yes,,,double-page foldout
IV,9,birdsAustraliav4Goul,46,Chlamydera nuchalis,,Great Bower-Bird,Chlamydera nuchalis,Chlamydera nuchalis,Great Bowerbird,exact,high,yes,,,
IV,10,birdsAustraliav4Goul,51,Ptilonorhynchus holosericeus,Kuhl,Satin Bower-Bird,Ptilonorhynchus violaceus,Ptilonorhynchus violaceus,Satin Bowerbird,common-name,high,yes,,,double-page foldout
IV,11,birdsAustraliav4Goul,56,Ptilonorhynchus Smithii,Vig. & Horsf,Cat Bird,Ailuroedus crassirostris,Ailuroedus crassirostris,Green Catbird,manual,high,yes,,,
IV,12,birdsAustraliav4Goul,60,Sericulus chrysocephalus,,Regent Bird,Sericulus chrysocephalus,,,manual,high,no,,,
IV,13,birdsAustraliav4Goul,64,Oriolus viridis,,New South Wales Oriole,Oriolus sagittatus,Oriolus sagittatus,Olive-backed Oriole,manual,high,yes,,,
IV,14,birdsAustraliav4Goul,68,Oriolus flavo-cinctus,,Crescent-marked Oriole,Oriolus flavocinctus,Oriolus flavocinctus,Green Oriole,exact,high,yes,,,
IV,15,birdsAustraliav4Goul,72,Sphecotheres Australis,Swains,Australian Sphecotheres,Sphecotheres vieilloti,Sphecotheres vieilloti,Australasian Figbird,manual,high,yes,,,
IV,16,birdsAustraliav4Goul,76,Corcorax leucopterus,,White-winged Chough,Corcorax melanorhamphos,Corcorax melanorhamphos,White-winged Chough,common-name,high,yes,,,
IV,17,birdsAustraliav4Goul,80,Struthidea cinerea,Gould,Grey Struthidea,Struthidea cinerea,Struthidea cinerea,Apostlebird,exact,high,yes,,,
IV,18,birdsAustraliav4Goul,84,Corvus Coronoides,Vig. & Horsf,White-eyed Crow,Corvus coronoides,Corvus coronoides,Australian Raven,exact,high,yes,,,
IV,19,birdsAustraliav4Goul,88,Neomorpha Gouldii,G. R. Gray,Gould’s Neomorpha,Heteralocha acutirostris,,,manual,high,no,,,
IV,20,birdsAustraliav4Goul,92,Pomatorhinus temporalis,,Temporal Pomatorhinus,Pomatostomus temporalis,Pomatostomus temporalis,Gray-crowned Babbler,manual,high,yes,,,
IV,21,birdsAustraliav4Goul,96,Pomatorhinus rubeculus,Gould,Red-breasted Pomatorhinus,Pomatostomus temporalis,Pomatostomus temporalis,Gray-crowned Babbler,manual,high,yes,,,
IV,22,birdsAustraliav4Goul,100,Pomatorhinus superciliosus,Vig. & Horsf,White-eyebrowed Pomatorhinus,Pomatostomus superciliosus,Pomatostomus superciliosus,White-browed Babbler,manual,high,yes,,,
IV,23,birdsAustraliav4Goul,104,Meliphaga Novae-Hollandiae,,New Holland Honey-eater,Phylidonyris novaehollandiae,Phylidonyris novaehollandiae,New Holland Honeyeater,common-name,high,yes,,,
IV,24,birdsAustraliav4Goul,108,Meliphaga longirostris,Gould,Long-billed Honey-eater,Phylidonyris novaehollandiae,Phylidonyris novaehollandiae,New Holland Honeyeater,manual,medium,yes,,,
IV,25,birdsAustraliav4Goul,112,Meliphaga sericea,Gould,White-cheeked Honey-eater,Phylidonyris niger,Phylidonyris niger,White-cheeked Honeyeater,common-name,high,yes,,,
IV,26,birdsAustraliav4Goul,116,Meliphaga mystacalis,Gould,Moustached Honey-eater,,,,unresolved,,no,,,
IV,27,birdsAustraliav4Goul,120,Meliphaga Australasiana,,Tasmanian Honey-eater,Phylidonyris pyrrhopterus,Phylidonyris pyrrhopterus,Crescent Honeyeater,manual,high,yes,,,
IV,28,birdsAustraliav4Goul,124,Glyciphila fulvifrons,,Fulvous-fronted Honey-eater,Glyciphila melanops,,,manual,high,no,,,
IV,29,birdsAustraliav4Goul,128,Glyciphila albifrons,Gould,White-fronted Honey-eater,Purnella albifrons,Purnella albifrons,White-fronted Honeyeater,common-name,high,yes,,,
IV,30,birdsAustraliav4Goul,132,Glyciphila fasciata,Gould,Fasciated Honey-eater,Ramsayornis fasciatus,,,manual,high,no,,,
IV,31,birdsAustraliav4Goul,136,Glyciphila ocularis,Gould,Brown Honey-eater,Lichmera indistincta,Lichmera indistincta,Brown Honeyeater,common-name,high,yes,,,
IV,32,birdsAustraliav4Goul,140,Ptilotis chrysotis,,Yellow-eared Honey-eater,Meliphaga lewinii,Meliphaga lewinii,Lewin's Honeyeater,manual,high,yes,,,
IV,33,birdsAustraliav4Goul,144,Ptilotis sonorus,Gould,Singing Honey-eater,Gavicalis virescens,Gavicalis virescens,Singing Honeyeater,common-name,high,yes,,,
IV,34,birdsAustraliav4Goul,148,Ptilotis versicolor,Gould,Varied Honey-eater,Gavicalis versicolor,,,manual,high,no,,,
IV,35,birdsAustraliav4Goul,152,Ptilotis flavigula,Gould,Yellow-throated Honey-eater,Nesoptilotis flavicollis,Nesoptilotis flavicollis,Yellow-throated Honeyeater,common-name,high,yes,,,
IV,36,birdsAustraliav4Goul,156,Ptilotis leucotis,,White-eared Honey-eater,Nesoptilotis leucotis,Nesoptilotis leucotis,White-eared Honeyeater,common-name,high,yes,,,
IV,37,birdsAustraliav4Goul,160,Ptilotis auricomis,,Yellow-tufted Honey-eater,Lichenostomus melanops,Lichenostomus melanops,Yellow-tufted Honeyeater,common-name,high,yes,,,
IV,38,birdsAustraliav4Goul,164,Ptilotis cratitius,Gould,Wattle-cheeked Honey-eater,Lichenostomus cratitius,Lichenostomus cratitius,Purple-gaped Honeyeater,epithet+noun,medium,yes,,,
IV,39,birdsAustraliav4Goul,168,Ptilotis ornatus,Gould,Graceful Honey-eater,Ptilotula ornata,Ptilotula ornata,Yellow-plumed Honeyeater,manual,high,yes,,,
IV,40,birdsAustraliav4Goul,172,Ptilotis plumulus,Gould,Plumed Honey-eater,Ptilotula plumula,,,manual,high,no,,,
IV,41,birdsAustraliav4Goul,176,Ptilotis flavescens,Gould,Yellow-tinted Honey-eater,Ptilotula flavescens,,,manual,high,no,,,
IV,42,birdsAustraliav4Goul,180,Ptilotis flava,Gould,Yellow Honey-eater,Stomiopera flava,,,manual,high,no,,,
IV,43,birdsAustraliav4Goul,184,Ptilotis penicillatus,Gould,White-plumed Honey-eater,Ptilotula penicillata,Ptilotula penicillata,White-plumed Honeyeater,common-name,high,yes,,,
IV,44,birdsAustraliav4Goul,188,Ptilotis fusca,Gould,Fuscous Honey-eater,Ptilotula fusca,Ptilotula fusca,Fuscous Honeyeater,common-name,high,yes,,,
IV,45,birdsAustraliav4Goul,192,Ptilotis chrysops,,Yellow-faced Honey-eater,Caligavis chrysops,Caligavis chrysops,Yellow-faced Honeyeater,common-name,high,yes,,,
IV,46,birdsAustraliav4Goul,196,Ptilotis unicolor,Gould,Uniform Honey-eater,Stomiopera unicolor,Stomiopera unicolor,White-gaped Honeyeater,manual,high,yes,,,
IV,47,birdsAustraliav4Goul,200,Plectorhyncha lanceolata,Gould,Lanceolate Honey-eater,Plectorhyncha lanceolata,Plectorhyncha lanceolata,Striped Honeyeater,exact,high,yes,,,
IV,48,birdsAustraliav4Goul,204,Zanthomyza Phrygia,,Warty-faced Honey-eater,Anthochaera phrygia,Anthochaera phrygia,Regent Honeyeater,epithet+noun,medium,yes,,,
IV,49,birdsAustraliav4Goul,208,Melicophila picata,Gould,Pied Honey-eater,Certhionyx variegatus,Certhionyx variegatus,Pied Honeyeater,common-name,high,yes,,,
IV,50,birdsAustraliav4Goul,212,Entomophila picta,Gould,Painted Honey-eater,Grantiella picta,Grantiella picta,Painted Honeyeater,common-name,high,yes,,,
IV,51,birdsAustraliav4Goul,216,Entomophila albogularis,Gould,White-throated Honey-eater,Melithreptus albogularis,Melithreptus albogularis,White-throated Honeyeater,common-name,high,yes,,,
IV,52,birdsAustraliav4Goul,220,Entomophila rufogularis,Gould,Red-throated Honey-eater,Conopophila rufogularis,,,manual,high,no,,,
IV,53,birdsAustraliav4Goul,224,Acanthogenys rufogularis,Gould,Spiny-cheeked Honey-eater,Acanthagenys rufogularis,Acanthagenys rufogularis,Spiny-cheeked Honeyeater,common-name,high,yes,,,
IV,54,birdsAustraliav4Goul,228,Anthochaera inauris,Gould,Great Wattled Honey-eater,Anthochaera paradoxa,Anthochaera paradoxa,Yellow Wattlebird,manual,high,yes,,,
IV,55,birdsAustraliav4Goul,232,Anthochaera carunculata,,Wattled Honey-eater,Anthochaera carunculata,Anthochaera carunculata,Red Wattlebird,exact,high,yes,,,
IV,56,birdsAustraliav4Goul,236,Anthochaera mellivora,,Brush Wattle-Bird,Anthochaera chrysoptera,Anthochaera chrysoptera,Little Wattlebird,manual,high,yes,,,
IV,57,birdsAustraliav4Goul,240,Anthochaera lunulata,Gould,Lunulated Wattle-Bird,Anthochaera lunulata,Anthochaera lunulata,Western Wattlebird,exact,high,yes,,,
IV,58,birdsAustraliav4Goul,244,Tropidorhynchus corniculatus,,Friar-Bird,Philemon corniculatus,Philemon corniculatus,Noisy Friarbird,epithet+noun,medium,yes,,,
IV,59,birdsAustraliav4Goul,248,Tropidorhynchus argenticeps,Gould,Silvery-crowned Friar-Bird,Philemon argenticeps,,,manual,high,no,,,
IV,60,birdsAustraliav4Goul,252,Tropidorhynchus citreogularis,Gould,Yellow-throated Friar-Bird,Philemon citreogularis,Philemon citreogularis,Little Friarbird,epithet+noun,medium,yes,,,
IV,61,birdsAustraliav4Goul,256,Acanthorhynchus tenuirostris,,Slender-billed Spine-bill,Acanthorhynchus tenuirostris,Acanthorhynchus tenuirostris,Eastern Spinebill,exact,high,yes,,,
IV,62,birdsAustraliav4Goul,260,Acanthorhynchus superciliosus,,White-eyebrowed Spine-bill,Acanthorhynchus superciliosus,Acanthorhynchus superciliosus,Western Spinebill,exact,high,yes,,,
IV,63,birdsAustraliav4Goul,264,Myzomela sanguineolenta,,Sanguineous Honey-eater,Myzomela sanguinolenta,Myzomela sanguinolenta,Scarlet Myzomela,manual,high,yes,,,
IV,64,birdsAustraliav4Goul,268,Myzomela erythrocephala,Gould,Red-headed Honey-eater,Myzomela erythrocephala,Myzomela erythrocephala,Red-headed Myzomela,exact,high,yes,,,
IV,65,birdsAustraliav4Goul,272,Myzomela pectoralis,Gould,Banded Honey-eater,Cissomela pectoralis,,,manual,high,no,,,
IV,66,birdsAustraliav4Goul,276,Myzomela nigra,Gould,Black Honey-eater,Sugomel nigrum,Sugomel nigrum,Black Honeyeater,common-name,high,yes,,,
IV,67,birdsAustraliav4Goul,280,Myzomela obscura,Gould,Obscure Honey-eater,Myzomela obscura,Myzomela obscura,Dusky Myzomela,exact,high,yes,,,
IV,68,birdsAustraliav4Goul,284,Entomyza cyanotis,,Blue-faced Entomyza,Entomyzon cyanotis,Entomyzon cyanotis,Blue-faced Honeyeater,manual,high,yes,,,
IV,69,birdsAustraliav4Goul,288,Entomyza albipennis,Gould,White-pinioned Honey-eater,Entomyzon cyanotis,Entomyzon cyanotis,Blue-faced Honeyeater,manual,high,yes,,,
IV,70,birdsAustraliav4Goul,292,Melithreptus validirostris,Gould,Strong-billed Honey-eater,Melithreptus validirostris,Melithreptus validirostris,Strong-billed Honeyeater,exact,high,yes,,,
IV,71,birdsAustraliav4Goul,296,Melithreptus gularis,Gould,Black-throated Honey-eater,Melithreptus gularis,Melithreptus gularis,Black-chinned Honeyeater,exact,high,yes,,,
IV,72,birdsAustraliav4Goul,300,Melithreptus lunulatus,,Lunulated Honey-eater,Melithreptus lunatus,Melithreptus lunatus,White-naped Honeyeater,manual,high,yes,,,
IV,73,birdsAustraliav4Goul,304,Melithreptus chloropsis,Gould,Swan River Honey-eater,Melithreptus chloropsis,Melithreptus chloropsis,Gilbert's Honeyeater,exact,high,yes,,,
IV,74,birdsAustraliav4Goul,308,Melithreptus albogularis,Gould,White-throated Honey-eater,Melithreptus albogularis,Melithreptus albogularis,White-throated Honeyeater,exact,high,yes,,,
IV,75,birdsAustraliav4Goul,312,Melithreptus melanocephalus,Gould,Black-headed Honey-eater,Melithreptus affinis,Melithreptus affinis,Black-headed Honeyeater,common-name,high,yes,,,
IV,76,birdsAustraliav4Goul,316,Myzantha garrula,,Garrulous Honey-eater,Manorina melanocephala,Manorina melanocephala,Noisy Miner,manual,high,yes,,,
IV,77,birdsAustraliav4Goul,320,Myzantha obscura,Gould,Sombre Honey-eater,,,,unresolved,,no,,,
IV,78,birdsAustraliav4Goul,324,Myzantha lutea,Gould,Luteous Honey-eater,Manorina flavigula,Manorina flavigula,Yellow-throated Miner,manual,medium,yes,,,
IV,79,birdsAustraliav4Goul,328,Myzantha flavigula,Gould,Yellow-throated Miner,Manorina flavigula,Manorina flavigula,Yellow-throated Miner,common-name,high,yes,,,
IV,80,birdsAustraliav4Goul,332,Myzantha melanophrys,,Australian Bell-Bird,Manorina melanophrys,Manorina melanophrys,Bell Miner,manual,high,yes,,,
IV,81,birdsAustraliav4Goul,336,Zosterops dorsalis,Vig. & Horsf,Grey-backed Zosterops,Zosterops lateralis,Zosterops lateralis,Silvereye,manual,high,yes,,,
IV,82,birdsAustraliav4Goul,340,Zosterops chloronotus,Gould,Green-backed Zosterops,Zosterops lateralis,Zosterops lateralis,Silvereye,manual,high,yes,,,
IV,83,birdsAustraliav4Goul,344,Zosterops luteus,Gould,Yellow Zosterops,Zosterops luteus,Zosterops luteus,Australian Yellow White-eye,exact,high,yes,,,
IV,84,birdsAustraliav4Goul,348,Cuculus optatus,Gould,Australian Cuckoo,Cuculus optatus,Cuculus optatus,Oriental Cuckoo,exact,high,yes,,,
IV,85,birdsAustraliav4Goul,352,Cuculus inornatus,Vig. & Horsf,Unadorned Cuckoo,Cacomantis pallidus,Cacomantis pallidus,Pallid Cuckoo,manual,high,yes,,,
IV,86,birdsAustraliav4Goul,356,Cuculus cineraceus,Vig. & Horsf,Ash-coloured Cuckoo,Cacomantis flabelliformis,Cacomantis flabelliformis,Fan-tailed Cuckoo,manual,high,yes,,,
IV,87,birdsAustraliav4Goul,360,Cuculus insperatus,Gould,Brush Cuckoo,Cacomantis variolosus,Cacomantis variolosus,Brush Cuckoo,common-name,high,yes,,,
IV,88,birdsAustraliav4Goul,364,Chalcites osculans,Gould,Black-eared Cuckoo,Chrysococcyx osculans,Chrysococcyx osculans,Black-eared Cuckoo,common-name,high,yes,,,
IV,89,birdsAustraliav4Goul,368,Chrysococcyx lucidus,,Shining Cuckoo,Chrysococcyx lucidus,Chrysococcyx lucidus,Shining Bronze-Cuckoo,exact,high,yes,,,
IV,90,birdsAustraliav4Goul,372,Scythrops Novae-Hollandiae,Lath,Channel-Bill,Scythrops novaehollandiae,Scythrops novaehollandiae,Channel-billed Cuckoo,exact,high,yes,,,
IV,91,birdsAustraliav4Goul,376,Eudynamys Flindersii,,Flinders’s Cuckoo,Eudynamys orientalis,Eudynamys orientalis,Pacific Koel,manual,high,yes,,,
IV,92,birdsAustraliav4Goul,380,Centropus Phasianus,,Pheasant Cuckoo,Centropus phasianinus,Centropus phasianinus,Pheasant Coucal,manual,high,yes,,,
IV,93,birdsAustraliav4Goul,384,Climacteris scandens,Temm,Brown Tree-Creeper,Climacteris picumnus,Climacteris picumnus,Brown Treecreeper,common-name,high,yes,,,
IV,94,birdsAustraliav4Goul,388,Climacteris rufa,Gould,Rufous Tree-Creeper,Climacteris rufus,,,manual,high,no,,,
IV,95,birdsAustraliav4Goul,392,Climacteris erythrops,Gould,Red-eyebrowed Tree-Creeper,Climacteris erythrops,,,manual,high,no,,,
IV,96,birdsAustraliav4Goul,396,Climacteris melanotus,Gould,Black-backed Tree-Creeper,,,,unresolved,,no,,,
IV,97,birdsAustraliav4Goul,400,Climacteris melanura,Gould,Black-tailed Tree-Creeper,Climacteris melanurus,,,manual,high,no,,,
IV,98,birdsAustraliav4Goul,404,Climacteris picumnus,Temm,White-throated Tree-Creeper,Cormobates leucophaea,Cormobates leucophaea,White-throated Treecreeper,manual,high,yes,,,
IV,99,birdsAustraliav4Goul,408,Orthonyx spinicaudus,Temm,Spine-tailed Orthonyx,Orthonyx temminckii,Orthonyx temminckii,Australian Logrunner,manual,high,yes,,,
IV,100,birdsAustraliav4Goul,412,Ptiloris paradiseus,Swains,Rifle Bird,Ptiloris paradiseus,Ptiloris paradiseus,Paradise Riflebird,exact,high,yes,,,
